ID,Joke
16,1 civ slavs 2 civ lithuanians 2 building lumber camp 1 building lumber camp 1 research loom 1 research loom 2 building mill 1 building mill 2 research loom 2 building lumber camp 1 building lumber camp 2 research feudal age 1 research feudal age 1 building barracks 2 building barracks 2 research double-bit axe 2 research horse collar 1 building stable 1 research double-bit axe 1 research double-bit axe 2 building archery range 2 create spearman 2 create spearman 2 create spearman 1 create scout cavalry 1 building palisade gate 1 create scout cavalry 2 create skirmisher 2 create spearman 1 create scout cavalry 2 create skirmisher 2 create spearman 1 create scout cavalry 2 resign resign
17,1 civ magyars 2 civ persians 2 building lumber camp 1 building lumber camp 2 building mill 1 building mill 2 building barracks 2 research loom 2 building mining camp 1 research feudal age 2 research feudal age 2 research feudal age 1 building lumber camp 2 create militia 2 create militia 2 create militia 2 building lumber camp 1 building barracks 2 research man-at-arms 2 research double-bit axe 2 research double-bit axe 2 research double-bit axe 1 building stable 1 research double-bit axe 1 research horse collar 2 building archery range 1 create scout cavalry 1 research loom 2 create archer 2 create archer 2 create spearman 2 create archer 1 building mining camp 2 create archer 2 create archer 1 create scout cavalry 1 building market 1 building market 2 create archer 2 create archer 2 create archer 1 create scout cavalry 2 create archer 2 create archer 2 research wheelbarrow 2 research wheelbarrow 2 building blacksmith 2 building mining camp 2 research castle age 2 research fletching 2 create archer 2 research padded archer armor 2 research horse collar 2 research horse collar 1 research castle age 1 building stable 2 research gold mining 2 building archery range 2 research bodkin arrow 2 research bodkin arrow 2 research crossbowman 1 resign resign
18,1 civ lithuanians 2 civ ethiopians 1 building lumber camp 2 building lumber camp 2 building mill 1 building mill 2 research loom 1 research loom 1 research feudal age 1 building lumber camp 2 building barracks 1 building barracks 2 create militia 2 create militia 2 create militia 2 create militia 1 building stable 1 research double-bit axe 1 research horse collar 1 research horse collar 2 building lumber camp 1 create scout cavalry 1 create scout cavalry 1 create scout cavalry 2 building mining camp 1 create scout cavalry 1 create scout cavalry 2 research feudal age 1 building archery range 1 building mining camp 2 building blacksmith 2 building archery range 1 research wheelbarrow 2 create spearman 2 research castle age 2 research castle age 2 building archery range 2 create archer 2 create archer 1 building blacksmith 1 create skirmisher 1 create skirmisher 1 create skirmisher 2 research double-bit axe 2 research double-bit axe 2 building palisade gate 2 create archer 1 research castle age 1 research castle age 2 create archer 2 research fletching 1 research scale barding armor 1 create skirmisher 2 research horse collar 2 create archer 2 create archer 2 create archer 2 create archer 1 create skirmisher 1 research fletching 2 research crossbowman 2 research bodkin arrow 2 research bodkin arrow 2 create spearman 1 building stable 2 building monastery 1 research
19,1 civ indians 2 civ bulgarians 1 building lumber camp 2 building lumber camp 1 building mill 2 building barracks 2 research loom 2 building mill 1 research loom 2 building mining camp 2 research feudal age 1 building barracks 2 create militia 1 research feudal age 1 research feudal age 1 building lumber camp 2 create militia 2 create militia 2 create militia 2 create militia 1 research double-bit axe 1 research double-bit axe 1 building market 2 building archery range 1 building blacksmith 2 create skirmisher 2 create skirmisher 2 create archer 2 create archer 2 research double-bit axe 2 create skirmisher 2 create skirmisher 2 building stable 1 building stable 1 building mining camp 2 research horse collar 1 research castle age 2 research castle age 2 building stable 1 building stable 1 research bloodlines 2 research gold mining 2 building blacksmith 1 create camel 1 create camel 1 create camel 2 research bloodlines 2 building stable 1 research scale barding armor 2 building archery range 2 research forging 2 research scale barding armor 2 create knight 2 create knight 2 building town center 1 create camel 1 building gate 2 create knight 2 research bow saw 1 building town center 1 create camel 1 create camel 2 research town watch 2 create knight 2 create knight 2 create cavalry archer 1 research
20,1 civ huns 2 civ huns 2 building lumber camp 1 building lumber camp 2 building mill 1 building mill 2 research loom 1 research loom 2 building lumber camp 2 research feudal age 2 research feudal age 2 building barracks 1 research feudal age 1 research feudal age 2 building palisade gate 1 building barracks 2 building palisade gate 2 building stable 2 research horse collar 2 research double-bit axe 2 research double-bit axe 1 building stable 1 research double-bit axe 1 research double-bit axe 1 research horse collar 2 create scout cavalry 2 create scout cavalry 1 create spearman 2 create spearman 2 create scout cavalry 1 create spearman 2 create scout cavalry 1 create spearman 1 create scout cavalry 1 create spearman 2 create spearman 2 building mining camp 1 create spearman 2 create scout cavalry 1 building mining camp 2 building blacksmith 1 create spearman 2 building archery range 1 building lumber camp 1 building blacksmith 2 research wheelbarrow 2 building archery range 2 building archery range 1 research gold mining 1 research gold mining 1 research castle age 1 research castle age 2 research castle age 2 research castle age 2 research gold mining 1 building archery range 1 building archery range 1 building archery range 1 research bloodlines 1 research bloodlines 1 research bloodlines 2 research fletching 1 research padded archer armor 1 building mining camp 1 building archery range 1 research fletching 1 research
21,1 civ incas 2 civ celts 2 building lumber camp 1 building mill 2 building mill 1 building lumber camp 1 research loom 2 building barracks 1 research feudal age 2 research loom 2 building mining camp 2 research feudal age 2 create militia 2 create militia 2 create militia 2 create militia 2 create militia 2 create militia 2 create militia 2 create militia 1 research double-bit axe 1 research double-bit axe 1 building blacksmith 2 create militia 2 create militia 1 research scale mail armor 1 research scale mail armor 1 building watch tower 2 research man-at-arms 2 research man-at-arms 2 create militia 2 create militia 1 research forging 1 research forging 2 building archery range 1 building watch tower 2 create archer 2 create archer 2 create archer 2 create archer 2 create archer 2 create archer 2 building blacksmith 1 building mining camp 2 create archer 2 create archer 2 create archer 1 building watch tower 1 building watch tower 2 create archer 2 research fletching 2 research fletching 2 research fletching 1 building watch tower 2 building watch tower 2 create archer 1 building mining camp 2 create archer 2 create archer 2 create archer 1 building watch tower 2 create archer 2 create archer 2 create archer 2 create archer 2 create archer 2 building
22,1 civ malians 2 civ saracens 2 building lumber camp 1 building lumber camp 2 building mill 1 building mill 2 research loom 1 research loom 2 building mining camp 1 building barracks 2 research feudal age 1 building mining camp 2 building lumber camp 1 research feudal age 1 building lumber camp 1 create militia 1 create militia 1 create militia 1 create militia 2 building barracks 2 research double-bit axe 2 research horse collar 2 building archery range 1 research man-at-arms 1 building archery range 2 create archer 1 research double-bit axe 2 building market 1 create archer 1 create archer 2 create archer 2 building blacksmith 1 create archer 2 create skirmisher 1 create archer 1 create archer 2 create skirmisher 2 create archer 1 building blacksmith 2 create archer 2 create archer 2 create archer 1 research fletching 1 create archer 2 research fletching 2 building archery range 1 create archer 1 create archer 2 create archer 1 create archer 1 create archer 2 research padded archer armor 2 create archer 2 create archer 1 create archer 2 create archer 2 create archer 2 create skirmisher 2 create skirmisher 1 create archer 1 create archer 1 building archery range 1 research wheelbarrow 1 create archer 2 create skirmisher 2 create skirmisher 1 create
23,1 civ vietnamese 2 civ huns 1 building lumber camp 2 building lumber camp 1 building mill 1 research loom 1 building barracks 1 research feudal age 1 building lumber camp 2 building mill 2 research loom 2 research feudal age 2 building lumber camp 1 research double-bit axe 1 research horse collar 1 building stable 1 create scout cavalry 1 create scout cavalry 2 building mining camp 2 research double-bit axe 2 research horse collar 1 create scout cavalry 1 create scout cavalry 1 create scout cavalry 2 building outpost 1 building palisade gate 1 building blacksmith 2 research wheelbarrow 1 create scout cavalry 1 create scout cavalry 2 building blacksmith 1 research scale barding armor 1 create scout cavalry 1 building mining camp 2 building market 1 research bloodlines 2 research castle age 2 research gold mining 1 building market 2 building barracks 1 research castle age 2 building barracks 2 create spearman 2 create spearman 2 create spearman 2 create spearman 1 building stable 1 research forging 2 create spearman 2 create spearman 2 create militia 1 research gold mining 2 building town center 1 research husbandry 1 research chain barding armor 1 building town center 1 building town center 1 create knight 1 create knight 1 create knight 1 create knight 1 research bow saw 2 research squires 2 building town center 1 create knight 1 create knight 1 create
24,1 civ slavs 2 civ khmer 1 building lumber camp 2 building lumber camp 1 building mill 1 research loom 2 building mill 2 research loom 1 research feudal age 1 building barracks 2 research feudal age 2 research feudal age 2 building barracks 1 building lumber camp 2 building lumber camp 1 building stable 1 create spearman 2 building stable 1 create spearman 1 create scout cavalry 2 research double-bit axe 1 research double-bit axe 2 research horse collar 2 research horse collar 2 building palisade gate 2 create scout cavalry 2 create scout cavalry 2 create scout cavalry 1 create scout cavalry 1 create militia 1 create militia 1 create scout cavalry 1 create scout cavalry 1 create scout cavalry 1 create scout cavalry 2 building mining camp 2 create scout cavalry 1 create scout cavalry 2 create scout cavalry 1 research horse collar 1 research horse collar 2 building blacksmith 1 create scout cavalry 1 create spearman 1 create spearman 2 create scout cavalry 2 create scout cavalry 1 create scout cavalry 2 create scout cavalry 2 building barracks 1 create militia 1 create spearman 1 research wheelbarrow 2 research scale barding armor 1 building mining camp 2 create scout cavalry 2 create spearman 2 create spearman 1 create spearman 2 create spearman 2 research forging 2 building palisade gate 2 create spearman 2 create spearman 1 building blacksmith 2 research gold mining 2 create
25,1 civ huns 2 civ franks 1 building lumber camp 2 building lumber camp 1 building mill 2 building mill 2 research loom 1 research loom 2 research feudal age 2 research feudal age 1 building lumber camp 1 research feudal age 1 building barracks 2 building barracks 2 building stable 2 research double-bit axe 1 building stable 1 research double-bit axe 1 research horse collar 2 create scout cavalry 2 create scout cavalry 1 create scout cavalry 1 create scout cavalry 1 create spearman 2 research town watch 2 building palisade gate 1 create spearman 2 create scout cavalry 1 building blacksmith 2 building blacksmith 2 create spearman 1 building mining camp 1 research wheelbarrow 2 building market 2 building palisade gate 1 building stable 1 research castle age 2 building mining camp 1 research gold mining 1 research scale barding armor 2 building lumber camp 1 research bloodlines 1 research forging 2 building lumber camp 2 research gold mining 2 research castle age 2 research castle age 1 create knight 1 create knight 1 building town center 1 research bow saw 1 research heavy plow 2 building stable 1 building town center 1 create knight 2 research scale barding armor 2 research scale barding armor 2 research forging 2 create knight 2 create knight 1 create knight 1 create knight 2 create knight 2 create knight 1 research iron casting 1 research chain barding armor 2 building
26,1 civ bulgarians 2 civ vietnamese 1 building lumber camp 2 building lumber camp 2 building mill 1 building mill 1 building mining camp 2 research loom 2 building barracks 2 building mining camp 1 building barracks 2 research feudal age 2 create militia 2 building lumber camp 1 building mining camp 1 create militia 1 create militia 2 create militia 1 research loom 2 create militia 1 create militia 1 building lumber camp 1 create militia 2 building archery range 1 research feudal age 2 create archer 2 create archer 2 research double-bit axe 2 create archer 1 building watch tower 2 create skirmisher 1 research double-bit axe 2 building lumber camp 2 building mining camp 1 research horse collar 2 create archer 2 create archer 1 building archery range 2 building watch tower 1 create skirmisher 2 create archer 2 building blacksmith 2 create archer 1 create skirmisher 2 research fletching 1 create skirmisher 2 create archer 1 building watch tower 2 create archer 1 building watch tower 2 research wheelbarrow 1 create skirmisher 1 create skirmisher 2 create archer 1 building lumber camp 2 create archer 1 create skirmisher 2 create archer 2 research castle age 1 building market 1 building blacksmith 2 create archer 2 research horse collar 1 research castle age 2 building stable 2 building palisade gate 1 research
27,1 civ magyars 2 civ bulgarians 2 building lumber camp 1 building lumber camp 2 building mill 1 building mill 2 building barracks 2 research loom 1 research loom 1 building lumber camp 2 building mining camp 2 research feudal age 2 research feudal age 1 research feudal age 2 create militia 2 create militia 2 create militia 1 building barracks 2 create spearman 2 research double-bit axe 1 research horse collar 1 building stable 2 building archery range 2 create spearman 2 create spearman 1 create scout cavalry 1 create scout cavalry 2 create archer 2 create archer 2 create spearman 1 create scout cavalry 2 create archer 1 building watch tower 1 create scout cavalry 2 create archer 1 create scout cavalry 1 create scout cavalry 1 create scout cavalry 2 create archer 2 research town watch 1 research town watch 2 create spearman 2 research horse collar 1 create scout cavalry 2 create spearman 2 create skirmisher 1 building mining camp 1 building blacksmith 2 create spearman 1 research wheelbarrow 1 research wheelbarrow 2 create spearman 2 building blacksmith 1 create scout cavalry 1 building stable 1 create scout cavalry 1 research bloodlines 1 create scout cavalry 1 building outpost 1 research scale barding armor 1 create scout cavalry 1 create scout cavalry 1 building outpost 2 building stable 1 create scout cavalry 2 research castle age 1 building
28,1 civ lithuanians 2 civ chinese 2 research loom 2 research loom 1 building lumber camp 2 building lumber camp 1 building mill 2 building mill 1 building barracks 1 research loom 1 research loom 2 research feudal age 2 research feudal age 1 research feudal age 1 create militia 2 building lumber camp 1 create militia 1 create militia 1 building mining camp 2 building barracks 1 create militia 1 create militia 2 building stable 2 research double-bit axe 2 research double-bit axe 1 building archery range 1 create spearman 1 research man-at-arms 1 research man-at-arms 2 research horse collar 2 research horse collar 1 research double-bit axe 1 research double-bit axe 2 create spearman 2 create scout cavalry 2 create scout cavalry 2 create scout cavalry 2 create scout cavalry 1 create archer 1 create spearman 1 create archer 2 building archery range 1 create spearman 1 create archer 1 create spearman 1 research wheelbarrow 1 research wheelbarrow 2 create archer 2 create archer 1 create spearman 1 create archer 2 create skirmisher 2 create skirmisher 2 create skirmisher 2 create skirmisher 1 create archer 2 building mining camp 2 create skirmisher 2 building blacksmith 1 building lumber camp 2 research wheelbarrow 1 create archer 1 create spearman 1 research horse collar 1 research horse collar 2 create skirmisher 2 research
29,1 civ ethiopians 2 civ mayans 2 research loom 2 research loom 1 building lumber camp 2 building lumber camp 1 building mill 2 building mill 2 building barracks 1 building barracks 1 building mining camp 1 research loom 2 research feudal age 2 building lumber camp 1 research feudal age 2 create militia 2 create militia 1 create militia 1 create militia 2 create militia 2 create militia 2 building mining camp 1 create militia 1 create militia 1 create militia 2 building archery range 1 research man-at-arms 1 research man-at-arms 1 building archery range 1 building archery range 2 research man-at-arms 1 building blacksmith 2 building archery range 1 create archer 1 create archer 2 create archer 2 create archer 1 create archer 1 create archer 2 create archer 2 create archer 2 create archer 1 create archer 2 create archer 2 building blacksmith 2 create archer 2 create archer 2 create archer 2 create archer 1 research fletching 1 research padded archer armor 1 research padded archer armor 2 research fletching 1 building archery range 1 create archer 1 research gold mining 2 create archer 2 create archer 2 create archer 1 create archer 1 create skirmisher 1 create skirmisher 2 create archer 2 create archer 1 create archer 2 research padded archer armor 2 create
30,1 civ magyars 2 civ magyars 2 building lumber camp 1 building lumber camp 1 building mill 2 building mill 1 research loom 2 research loom 2 research feudal age 2 building lumber camp 1 research feudal age 1 building lumber camp 1 building barracks 2 building barracks 2 building stable 1 building stable 2 research double-bit axe 1 research double-bit axe 2 create scout cavalry 2 create scout cavalry 2 create scout cavalry 1 create scout cavalry 1 create scout cavalry 1 create spearman 1 research horse collar 2 research horse collar 1 building palisade gate 2 create spearman 2 create spearman 2 building mining camp 1 building blacksmith 2 building blacksmith 2 research wheelbarrow 1 create spearman 1 building mining camp 1 building archery range 2 research castle age 1 research castle age 2 research fletching 1 research gold mining 2 building archery range 2 building archery range 1 building stable 2 research bloodlines 1 research scale barding armor 1 research fletching 2 research padded archer armor 1 research bloodlines 2 research bodkin arrow 2 create cavalry archer 2 create cavalry archer 2 create cavalry archer 2 create cavalry archer 1 building town center 1 create knight 2 research leather archer armor 1 research bow saw 2 create cavalry archer 2 create cavalry archer 2 create cavalry archer 2 create cavalry archer 1 research husbandry 1 create knight 2 create cavalry archer 2 create cavalry archer 2 research bow saw 1 building
